"...1","...2","Name","ID","Website","Email Address","Non Primary E-mails","Office Phone","Alternate Phone","Fax","Billing Street","Billing City","Billing State","Billing Postal Code","Billing Country","Shipping Street","Shipping City","Shipping State","Shipping Postal Code","Shipping Country","Description","Type","Industry","Annual Revenue","Employees","SIC Code","Ticker Symbol","Parent Account ID","Ownership","Campaign ID","Rating","Assigned to","Assigned User","Date Created","Date Modified","Modified By","Created By","Deleted","Geocode Status","Longitude","Address","Latitude"
NA,NA,"Enim Suspendisse Ltd","001i0000008rENYAA2",NA,NA,NA,NA,NA,NA,"3416 Adams Ave, San Diego, CA 92116-2428","San Diego","California",NA,NA,"3416 Adams Ave, San Diego, CA 92116-2428","San Diego","California",NA,NA,NA,"Gold","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-02,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Enim Suspendisse Ltd","001i0000008rENYAA2",NA,NA,NA,NA,NA,NA,"3416 Adams Ave, San Diego, CA 92116-2428","San Diego","California",NA,NA,"3416 Adams Ave, San Diego, CA 92116-2428","San Diego","California",NA,NA,NA,"Gold","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-08-05,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Enim Suspendisse Ltd","001i0000008rENYAA2",NA,NA,NA,NA,NA,NA,"3416 Adams Ave, San Diego, CA 92116-2428","San Diego","California",NA,NA,"3416 Adams Ave, San Diego, CA 92116-2428","San Diego","California",NA,NA,NA,"Gold","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-09-01,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Enim Suspendisse Ltd","001i0000008rENYAA2",NA,NA,NA,NA,NA,NA,"3416 Adams Ave, San Diego, CA 92116-2428","San Diego","California",NA,NA,"3416 Adams Ave, San Diego, CA 92116-2428","San Diego","California",NA,NA,NA,"Gold","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-08-31,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Tellus Justo Inc.","001i0000008rENyAAM",NA,NA,NA,NA,NA,NA,"3036 Minnehaha Ave, Minneapolis, MN 55406-1932","Minneapolis","Minnesota",NA,NA,"3036 Minnehaha Ave, Minneapolis, MN 55406-1932","Minneapolis","Minnesota",NA,NA,NA,"Gold","Technology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-09-02,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Tellus Justo Inc.","001i0000008rENyAAM",NA,NA,NA,NA,NA,NA,"3036 Minnehaha Ave, Minneapolis, MN 55406-1932","Minneapolis","Minnesota",NA,NA,"3036 Minnehaha Ave, Minneapolis, MN 55406-1932","Minneapolis","Minnesota",NA,NA,NA,"Gold","Technology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-09-01,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Lorem Donec Company","001i0000008rEOfAAM",NA,NA,NA,NA,NA,NA,"26731 Aliso Creek Rd Ste C, Aliso Viejo, CA 92656-4811","Aliso Viejo","California",NA,NA,"26731 Aliso Creek Rd Ste C, Aliso Viejo, CA 92656-4811","Aliso Viejo","California",NA,NA,NA,"Other","Manufacturing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-09-05,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Thrift Bank","001i0000008rEoKAAU",NA,NA,NA,NA,NA,NA,"137 Elmwood St, State College, PA 16801-6851","State College","Pennsylvania",NA,NA,"137 Elmwood St, State College, PA 16801-6851","State College","Pennsylvania",NA,NA,NA,"Gold","Oil & Gas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-12-23,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Thrift Bank","001i0000008rEoKAAU",NA,NA,NA,NA,NA,NA,"137 Elmwood St, State College, PA 16801-6851","State College","Pennsylvania",NA,NA,"137 Elmwood St, State College, PA 16801-6851","State College","Pennsylvania",NA,NA,NA,"Gold","Oil & Gas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-15,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Thrift Bank","001i0000008rEoKAAU",NA,NA,NA,NA,NA,NA,"137 Elmwood St, State College, PA 16801-6851","State College","Pennsylvania",NA,NA,"137 Elmwood St, State College, PA 16801-6851","State College","Pennsylvania",NA,NA,NA,"Gold","Oil & Gas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-29,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Thrift Bank","001i0000008rEoKAAU",NA,NA,NA,NA,NA,NA,"137 Elmwood St, State College, PA 16801-6851","State College","Pennsylvania",NA,NA,"137 Elmwood St, State College, PA 16801-6851","State College","Pennsylvania",NA,NA,NA,"Gold","Oil & Gas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-12-24,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Thrift Bank","001i0000008rEoKAAU",NA,NA,NA,NA,NA,NA,"137 Elmwood St, State College, PA 16801-6851","State College","Pennsylvania",NA,NA,"137 Elmwood St, State College, PA 16801-6851","State College","Pennsylvania",NA,NA,NA,"Gold","Oil & Gas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-12-29,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Thrift Bank","001i0000008rEoKAAU",NA,NA,NA,NA,NA,NA,"137 Elmwood St, State College, PA 16801-6851","State College","Pennsylvania",NA,NA,"137 Elmwood St, State College, PA 16801-6851","State College","Pennsylvania",NA,NA,NA,"Gold","Oil & Gas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-11-21,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Risus Varius PC","001i0000008rEonAAE",NA,NA,NA,NA,NA,NA,"6553 Boston State Rd, Hamburg, NY 14075-6630","Hamburg","New York",NA,NA,"6553 Boston State Rd, Hamburg, NY 14075-6630","Hamburg","New York",NA,NA,NA,"Gold","Pharmaceutical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-12-03,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Risus Varius PC","001i0000008rEonAAE",NA,NA,NA,NA,NA,NA,"6553 Boston State Rd, Hamburg, NY 14075-6630","Hamburg","New York",NA,NA,"6553 Boston State Rd, Hamburg, NY 14075-6630","Hamburg","New York",NA,NA,NA,"Gold","Pharmaceutical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-10-24,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Risus Varius PC","001i0000008rEonAAE",NA,NA,NA,NA,NA,NA,"6553 Boston State Rd, Hamburg, NY 14075-6630","Hamburg","New York",NA,NA,"6553 Boston State Rd, Hamburg, NY 14075-6630","Hamburg","New York",NA,NA,NA,"Gold","Pharmaceutical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-05,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Risus Varius PC","001i0000008rEonAAE",NA,NA,NA,NA,NA,NA,"6553 Boston State Rd, Hamburg, NY 14075-6630","Hamburg","New York",NA,NA,"6553 Boston State Rd, Hamburg, NY 14075-6630","Hamburg","New York",NA,NA,NA,"Gold","Pharmaceutical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-11-22,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Iaculis Aliquet Ltd","001i0000008rEooAAE",NA,NA,NA,NA,NA,NA,"5027 State Route 414, Burdett, NY 14818-9816","Burdett","New York",NA,NA,"5027 State Route 414, Burdett, NY 14818-9816","Burdett","New York",NA,NA,NA,"Gold","Insurance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-12-17,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Iaculis Aliquet Ltd","001i0000008rEooAAE",NA,NA,NA,NA,NA,NA,"5027 State Route 414, Burdett, NY 14818-9816","Burdett","New York",NA,NA,"5027 State Route 414, Burdett, NY 14818-9816","Burdett","New York",NA,NA,NA,"Gold","Insurance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-10-22,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Iaculis Aliquet Ltd","001i0000008rEooAAE",NA,NA,NA,NA,NA,NA,"5027 State Route 414, Burdett, NY 14818-9816","Burdett","New York",NA,NA,"5027 State Route 414, Burdett, NY 14818-9816","Burdett","New York",NA,NA,NA,"Gold","Insurance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-11-03,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Iaculis Aliquet Ltd","001i0000008rEooAAE",NA,NA,NA,NA,NA,NA,"5027 State Route 414, Burdett, NY 14818-9816","Burdett","New York",NA,NA,"5027 State Route 414, Burdett, NY 14818-9816","Burdett","New York",NA,NA,NA,"Gold","Insurance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-11-22,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Ultricies LLC","001i0000008rEoOAAU",NA,NA,NA,NA,NA,NA,"2600 Post Rd, Southport, CT 06890-1258","Southport","Connecticut",NA,NA,"2600 Post Rd, Southport, CT 06890-1258","Southport","Connecticut",NA,NA,NA,"Gold","Entertainment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-09-20,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Ultricies LLC","001i0000008rEoOAAU",NA,NA,NA,NA,NA,NA,"2600 Post Rd, Southport, CT 06890-1258","Southport","Connecticut",NA,NA,"2600 Post Rd, Southport, CT 06890-1258","Southport","Connecticut",NA,NA,NA,"Gold","Entertainment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-08-24,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Ultricies LLC","001i0000008rEoOAAU",NA,NA,NA,NA,NA,NA,"2600 Post Rd, Southport, CT 06890-1258","Southport","Connecticut",NA,NA,"2600 Post Rd, Southport, CT 06890-1258","Southport","Connecticut",NA,NA,NA,"Gold","Entertainment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-08-11,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Ultricies LLC","001i0000008rEoOAAU",NA,NA,NA,NA,NA,NA,"2600 Post Rd, Southport, CT 06890-1258","Southport","Connecticut",NA,NA,"2600 Post Rd, Southport, CT 06890-1258","Southport","Connecticut",NA,NA,NA,"Gold","Entertainment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-11-21,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Ac Metus Corporation","001i0000008rEoQAAU",NA,NA,NA,NA,NA,NA,"1250 Niagara St, Buffalo, NY 14213-1502","Buffalo","New York",NA,NA,"1250 Niagara St, Buffalo, NY 14213-1502","Buffalo","New York",NA,NA,NA,"Gold","Insurance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-12-09,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Ac Metus Corporation","001i0000008rEoQAAU",NA,NA,NA,NA,NA,NA,"1250 Niagara St, Buffalo, NY 14213-1502","Buffalo","New York",NA,NA,"1250 Niagara St, Buffalo, NY 14213-1502","Buffalo","New York",NA,NA,NA,"Gold","Insurance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-10-13,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Ac Metus Corporation","001i0000008rEoQAAU",NA,NA,NA,NA,NA,NA,"1250 Niagara St, Buffalo, NY 14213-1502","Buffalo","New York",NA,NA,"1250 Niagara St, Buffalo, NY 14213-1502","Buffalo","New York",NA,NA,NA,"Gold","Insurance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-19,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Ac Metus Corporation","001i0000008rEoQAAU",NA,NA,NA,NA,NA,NA,"1250 Niagara St, Buffalo, NY 14213-1502","Buffalo","New York",NA,NA,"1250 Niagara St, Buffalo, NY 14213-1502","Buffalo","New York",NA,NA,NA,"Gold","Insurance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-11-21,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Vitae Corporation","001i0000008rEoZAAU",NA,NA,NA,NA,NA,NA,"102 S State St, Ukiah, CA 95482-4903","Ukiah","California",NA,NA,"102 S State St, Ukiah, CA 95482-4903","Ukiah","California",NA,NA,NA,"Gold","Technology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-11-21,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Felis Donec Tempor Associates","001i0000008rEPbAAM",NA,NA,NA,NA,NA,NA,"26200 US Highway 19 N, Clearwater, FL 33761-3580","Clearwater","Florida",NA,NA,"26200 US Highway 19 N, Clearwater, FL 33761-3580","Clearwater","Florida",NA,NA,NA,"Gold","Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-09-25,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Felis Donec Tempor Associates","001i0000008rEPbAAM",NA,NA,NA,NA,NA,NA,"26200 US Highway 19 N, Clearwater, FL 33761-3580","Clearwater","Florida",NA,NA,"26200 US Highway 19 N, Clearwater, FL 33761-3580","Clearwater","Florida",NA,NA,NA,"Gold","Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-09-18,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Felis Donec Tempor Associates","001i0000008rEPbAAM",NA,NA,NA,NA,NA,NA,"26200 US Highway 19 N, Clearwater, FL 33761-3580","Clearwater","Florida",NA,NA,"26200 US Highway 19 N, Clearwater, FL 33761-3580","Clearwater","Florida",NA,NA,NA,"Gold","Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-12-29,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Felis Donec Tempor Associates","001i0000008rEPbAAM",NA,NA,NA,NA,NA,NA,"26200 US Highway 19 N, Clearwater, FL 33761-3580","Clearwater","Florida",NA,NA,"26200 US Highway 19 N, Clearwater, FL 33761-3580","Clearwater","Florida",NA,NA,NA,"Gold","Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-09-08,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Dui Incorporated","001i0000008rEphAAE",NA,NA,NA,NA,NA,NA,"2004 Capitol Ave, Sacramento, CA 95811-4215","Sacramento","California",NA,NA,"2004 Capitol Ave, Sacramento, CA 95811-4215","Sacramento","California",NA,NA,NA,"Gold","Retail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-11-24,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Dui Incorporated","001i0000008rEphAAE",NA,NA,NA,NA,NA,NA,"2004 Capitol Ave, Sacramento, CA 95811-4215","Sacramento","California",NA,NA,"2004 Capitol Ave, Sacramento, CA 95811-4215","Sacramento","California",NA,NA,NA,"Gold","Retail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-11-24,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Dui Incorporated","001i0000008rEphAAE",NA,NA,NA,NA,NA,NA,"2004 Capitol Ave, Sacramento, CA 95811-4215","Sacramento","California",NA,NA,"2004 Capitol Ave, Sacramento, CA 95811-4215","Sacramento","California",NA,NA,NA,"Gold","Retail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-11-24,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Tristique Senectus Et Company","001i0000008rEpHAAU",NA,NA,NA,NA,NA,NA,"155 Placerville Dr, Placerville, CA 95667-3909","Placerville","California",NA,NA,"155 Placerville Dr, Placerville, CA 95667-3909","Placerville","California",NA,NA,NA,"Gold","Technology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-11-23,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Nunc Incorporated","001i0000008rEPiAAM",NA,NA,NA,NA,NA,NA,"13011 Newport Ave Ste 100, Tustin, CA 92780-3517","Tustin","California",NA,NA,"13011 Newport Ave Ste 100, Tustin, CA 92780-3517","Tustin","California",NA,NA,NA,"Gold","Publishing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-09-08,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Eget Metus LLP","001i0000008rEPzAAM",NA,NA,NA,NA,NA,NA,"472 E Main St, Ventura, CA 93001-2627","Ventura","California",NA,NA,"472 E Main St, Ventura, CA 93001-2627","Ventura","California",NA,NA,NA,"Gold","Technology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-09-09,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"In Ornare Sagittis Company","001i0000008rEQ1AAM",NA,NA,NA,NA,NA,NA,"501 State St, Santa Barbara, CA 93101-1601","Santa Barbara","California",NA,NA,"501 State St, Santa Barbara, CA 93101-1601","Santa Barbara","California",NA,NA,NA,"Gold","Retail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-09-09,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Velit In Aliquet Ltd","001i0000008rEQ8AAM",NA,NA,NA,NA,NA,NA,"1105 Washington Ave S, Minneapolis, MN 55415-1225","Minneapolis","Minnesota",NA,NA,"1105 Washington Ave S, Minneapolis, MN 55415-1225","Minneapolis","Minnesota",NA,NA,NA,"Gold","Financial Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-09-11,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Velit In Aliquet Ltd","001i0000008rEQ8AAM",NA,NA,NA,NA,NA,NA,"1105 Washington Ave S, Minneapolis, MN 55415-1225","Minneapolis","Minnesota",NA,NA,"1105 Washington Ave S, Minneapolis, MN 55415-1225","Minneapolis","Minnesota",NA,NA,NA,"Gold","Financial Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-09-10,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Ligula Consectetuer Incorporated","001i0000008rEqBAAU",NA,NA,NA,NA,NA,NA,"150 E Simmons St, Galesburg, IL 61401-4640","Galesburg","Illinois",NA,NA,"150 E Simmons St, Galesburg, IL 61401-4640","Galesburg","Illinois",NA,NA,NA,"Gold","Agriculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-21,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Ligula Consectetuer Incorporated","001i0000008rEqBAAU",NA,NA,NA,NA,NA,NA,"150 E Simmons St, Galesburg, IL 61401-4640","Galesburg","Illinois",NA,NA,"150 E Simmons St, Galesburg, IL 61401-4640","Galesburg","Illinois",NA,NA,NA,"Gold","Agriculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-11-25,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Magnaj Innovation","001i0000008rEqgAAE",NA,NA,NA,NA,NA,NA,"274 Pagosa St, Pagosa Springs, CO 81147","Pagosa Springs","Colorado",NA,NA,"274 Pagosa St, Pagosa Springs, CO 81147","Pagosa Springs","Colorado",NA,NA,NA,"Gold","Oil & Gas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-02-14,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Magnaj Innovation","001i0000008rEqgAAE",NA,NA,NA,NA,NA,NA,"274 Pagosa St, Pagosa Springs, CO 81147","Pagosa Springs","Colorado",NA,NA,"274 Pagosa St, Pagosa Springs, CO 81147","Pagosa Springs","Colorado",NA,NA,NA,"Gold","Oil & Gas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-05-11,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Magnaj Innovation","001i0000008rEqgAAE",NA,NA,NA,NA,NA,NA,"274 Pagosa St, Pagosa Springs, CO 81147","Pagosa Springs","Colorado",NA,NA,"274 Pagosa St, Pagosa Springs, CO 81147","Pagosa Springs","Colorado",NA,NA,NA,"Gold","Oil & Gas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-06-28,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Magnaj Innovation","001i0000008rEqgAAE",NA,NA,NA,NA,NA,NA,"274 Pagosa St, Pagosa Springs, CO 81147","Pagosa Springs","Colorado",NA,NA,"274 Pagosa St, Pagosa Springs, CO 81147","Pagosa Springs","Colorado",NA,NA,NA,"Gold","Oil & Gas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-09-29,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Magnaj Innovation","001i0000008rEqgAAE",NA,NA,NA,NA,NA,NA,"274 Pagosa St, Pagosa Springs, CO 81147","Pagosa Springs","Colorado",NA,NA,"274 Pagosa St, Pagosa Springs, CO 81147","Pagosa Springs","Colorado",NA,NA,NA,"Gold","Oil & Gas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-05-13,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Magnaj Innovation","001i0000008rEqgAAE",NA,NA,NA,NA,NA,NA,"274 Pagosa St, Pagosa Springs, CO 81147","Pagosa Springs","Colorado",NA,NA,"274 Pagosa St, Pagosa Springs, CO 81147","Pagosa Springs","Colorado",NA,NA,NA,"Gold","Oil & Gas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-11-16,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Magnaj Innovation","001i0000008rEqgAAE",NA,NA,NA,NA,NA,NA,"274 Pagosa St, Pagosa Springs, CO 81147","Pagosa Springs","Colorado",NA,NA,"274 Pagosa St, Pagosa Springs, CO 81147","Pagosa Springs","Colorado",NA,NA,NA,"Gold","Oil & Gas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-11-28,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Quis Arcu LLC","001i0000008rEqIAAU",NA,NA,NA,NA,NA,NA,"3514 Broadway, Sacramento, CA 95817-2825","Sacramento","California",NA,NA,"3514 Broadway, Sacramento, CA 95817-2825","Sacramento","California",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-11-25,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Mollis Integer Industries","001i0000008rEqPAAU",NA,NA,NA,NA,NA,NA,"6300 Folsom Blvd, Sacramento, CA 95819-4619","Sacramento","California",NA,NA,"6300 Folsom Blvd, Sacramento, CA 95819-4619","Sacramento","California",NA,NA,NA,"Gold","Manufacturing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-11-25,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Praesent Eu Foundation","001i0000008rEQxAAM",NA,NA,NA,NA,NA,NA,"6980 Market Place Dr, Goleta, CA 93117-2997","Goleta","California",NA,NA,"6980 Market Place Dr, Goleta, CA 93117-2997","Goleta","California",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-09-13,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Pretium Neque Morbi Ltd","001i0000008rEqXAAU",NA,NA,NA,NA,NA,NA,"600 N Rolla St Ste B, Rolla, MO 65401-3111","Rolla","Missouri",NA,NA,"600 N Rolla St Ste B, Rolla, MO 65401-3111","Rolla","Missouri",NA,NA,NA,"Gold","Technology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-11-27,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Pretium Neque Morbi Ltd","001i0000008rEqXAAU",NA,NA,NA,NA,NA,NA,"600 N Rolla St Ste B, Rolla, MO 65401-3111","Rolla","Missouri",NA,NA,"600 N Rolla St Ste B, Rolla, MO 65401-3111","Rolla","Missouri",NA,NA,NA,"Gold","Technology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-11-26,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Aliquet Associates","001i0000008rEqYAAU",NA,NA,NA,NA,NA,NA,"305 S Market Ave, Springfield, MO 65806-2023","Springfield","Missouri",NA,NA,"305 S Market Ave, Springfield, MO 65806-2023","Springfield","Missouri",NA,NA,NA,"Gold","Financial Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-11-27,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Aliquet Associates","001i0000008rEqYAAU",NA,NA,NA,NA,NA,NA,"305 S Market Ave, Springfield, MO 65806-2023","Springfield","Missouri",NA,NA,"305 S Market Ave, Springfield, MO 65806-2023","Springfield","Missouri",NA,NA,NA,"Gold","Financial Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-11-26,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Ligula Donec Inc.","001i0000008rEr0AAE",NA,NA,NA,NA,NA,NA,"211 Commercial St, Nevada City, CA 95959-2506","Nevada City","California",NA,NA,"211 Commercial St, Nevada City, CA 95959-2506","Nevada City","California",NA,NA,NA,"Cloud","Retail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-11-28,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Ante Blandit Company","001i0000008rER9AAM",NA,NA,NA,NA,NA,NA,"5359 State Route 23, Windham, NY 12496-5906","Windham","New York",NA,NA,"5359 State Route 23, Windham, NY 12496-5906","Windham","New York",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-10-23,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Ante Blandit Company","001i0000008rER9AAM",NA,NA,NA,NA,NA,NA,"5359 State Route 23, Windham, NY 12496-5906","Windham","New York",NA,NA,"5359 State Route 23, Windham, NY 12496-5906","Windham","New York",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-03-27,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Ante Blandit Company","001i0000008rER9AAM",NA,NA,NA,NA,NA,NA,"5359 State Route 23, Windham, NY 12496-5906","Windham","New York",NA,NA,"5359 State Route 23, Windham, NY 12496-5906","Windham","New York",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-09-04,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Ante Blandit Company","001i0000008rER9AAM",NA,NA,NA,NA,NA,NA,"5359 State Route 23, Windham, NY 12496-5906","Windham","New York",NA,NA,"5359 State Route 23, Windham, NY 12496-5906","Windham","New York",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-03-23,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Ante Blandit Company","001i0000008rER9AAM",NA,NA,NA,NA,NA,NA,"5359 State Route 23, Windham, NY 12496-5906","Windham","New York",NA,NA,"5359 State Route 23, Windham, NY 12496-5906","Windham","New York",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-09-10,NA,NA,NA,TRUE,NA,NA,NA,NA
NA,NA,"Ante Blandit Company","001i0000008rER9AAM",NA,NA,NA,NA,NA,NA,"5359 State Route 23, Windham, NY 12496-5906","Windham","New York",NA,NA,"5359 State Route 23, Windham, NY 12496-5906","Windham","New York",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-29,NA,NA,NA,TRUE,NA,NA,NA,NA
