"Name","ID","Website","Email Address","Non Primary E-mails","Office Phone","Alternate Phone","Fax","Billing Street","Billing City","Billing State","Billing Postal Code","Billing Country","Shipping Street","Shipping City","Shipping State","Shipping Postal Code","Shipping Country","Description","Type","Industry","Annual Revenue","Employees","SIC Code","Ticker Symbol","Parent Account ID","Ownership","Campaign ID","Rating","Assigned to","Assigned User","Date Created","Date Modified","Modified By","Created By","Deleted","Geocode Status","Longitude","Address","Latitude"
"Praxis Corporation","001i0000008rEy8AAE","","","","","","","2705 SE Ankeny St, Portland, OR 97214-1818","Portland","Oregon","","","2705 SE Ankeny St, Portland, OR 97214-1818","Portland","Oregon","","","","Other","Technology","","","","","","","","","","","2014-12-19 00:00:00","","","",0,"",-122.638049,"",45.522376
"Pretium Neque Morbi Corporation","001i0000008rEGsAAM","","","","","","","70555 202nd Ave, Reads Landing, MN 55968-6842","Reads Landing","Minnesota","","","70555 202nd Ave, Reads Landing, MN 55968-6842","Reads Landing","Minnesota","","","","Other","Manufacturing","","","","","","","","","","","2013-09-18 00:00:00","","","",0,"",-92.078983,"",44.402728
"Pretium Neque Morbi Inc.","001i0000008rEKQAA2","","","","","","","175 Main St, Oneonta, NY 13820","Oneonta","New York","","","175 Main St, Oneonta, NY 13820","Oneonta","New York","","","","Other","Manufacturing","","","","","","","","","","","2011-03-30 00:00:00","","","",0,"",-75.062544,"",42.453703
"Pretium Neque Morbi Ltd","001i0000008rEqXAAU","","","","","","","600 N Rolla St Ste B, Rolla, MO 65401-3111","Rolla","Missouri","","","600 N Rolla St Ste B, Rolla, MO 65401-3111","Rolla","Missouri","","","","Other","Technology","","","","","","","","","","","2013-11-27 00:00:00","","","",0,"",-91.772153,"",37.948916
"Proin Ltd","001i0000008rG7VAAU","","","","","","","5801 Armada Dr, Carlsbad, CA 92008-4609","Carlsbad","California","","","5801 Armada Dr, Carlsbad, CA 92008-4609","Carlsbad","California","","","","Other","Retail","","","","","","","","","","","2014-07-01 00:00:00","","","",0,"",-117.314058,"",33.124488
"Proin Ultrices Duis LLC","001i0000008rGDJAA2","","","","","","","5720 Cabrillo Hwy, Pescadero, CA 94060-9725","Pescadero","California","","","5720 Cabrillo Hwy, Pescadero, CA 94060-9725","Pescadero","California","","","","Other","Engineering","","","","","","","","","","","2014-09-28 00:00:00","","","",0,"",-122.359967,"",37.16532
"Pulvinar Arcu Ltd","001i0000008rFt4AAE","","","","","","","219 Governors Pl, Bear, DE 19701-3026","Bear","Delaware","","","219 Governors Pl, Bear, DE 19701-3026","Bear","Delaware","","","","Other","Insurance","","","","","","","","","","","2012-04-17 00:00:00","","","",0,"",-75.661351,"",39.635053
"Purus Duis Limited","001i0000008rFE2AAM","","","","","","","5 Old Town Sq, Fort Collins, CO 80524-2446","Fort Collins","Colorado","","","5 Old Town Sq, Fort Collins, CO 80524-2446","Fort Collins","Colorado","","","","Other","Technology","","","","","","","","","","","2014-02-05 00:00:00","","","",0,"",-105.07566,"",40.587352
"Purus Gravida Associates","001i0000008rF3PAAU","","","","","","","921 S Riverside Dr, Saint Charles, MO 63301-3489","Saint Charles","Missouri","","","921 S Riverside Dr, Saint Charles, MO 63301-3489","Saint Charles","Missouri","","","","Other","Healthcare","","","","","","","","","","","2013-11-24 00:00:00","","","",0,"",-90.483987,"",38.774465
"Purus In Molestie Consulting","001i0000008rFlUAAU","","","","","","","522 E Dunlap Ave, Phoenix, AZ 85020-2916","Phoenix","Arizona","","","522 E Dunlap Ave, Phoenix, AZ 85020-2916","Phoenix","Arizona","","","","Other","Other","","","","","","","","","","","2014-04-26 00:00:00","","","",0,"",-112.066376,"",33.567979
"Purus Nullam Scelerisque Limited","001i0000008rEUrAAM","","","","","","","735 W Lancaster Blvd, Lancaster, CA 93534-3118","Lancaster","California","","","735 W Lancaster Blvd, Lancaster, CA 93534-3118","Lancaster","California","","","","Other","Transportation","","","","","","","","","","","2014-09-23 00:00:00","","","",0,"",-118.143317,"",34.697963
"Quam Elementum Corp.","001i0000008rF3cAAE","","","","","","","612 Washington St, Wausau, WI 54403-5439","Wausau","Wisconsin","","","612 Washington St, Wausau, WI 54403-5439","Wausau","Wisconsin","","","","Other","Entertainment","","","","","","","","","","","2013-08-12 00:00:00","","","",0,"",-89.622825,"",44.958888
"Quam Vel Sapien PC","001i0000008rFmzAAE","","","","","","","1414 S Alamo St # 105, San Antonio, TX 78210-1117","San Antonio","Texas","","","1414 S Alamo St # 105, San Antonio, TX 78210-1117","San Antonio","Texas","","","","Other","Finance","","","","","","","","","","","2013-12-29 00:00:00","","","",0,"",-98.495479,"",29.409953
"Quis Arcu LLC","001i0000008rEqIAAU","","","","","","","3514 Broadway, Sacramento, CA 95817-2825","Sacramento","California","","","3514 Broadway, Sacramento, CA 95817-2825","Sacramento","California","","","","Other","Healthcare","","","","","","","","","","","2014-11-25 00:00:00","","","",0,"",-121.468088,"",38.550614
"Quis Arcu Vel LLC","001i0000008rERgAAM","","","","","","","1288 N High St, Columbus, OH 43201-2466","Columbus","Ohio","","","1288 N High St, Columbus, OH 43201-2466","Columbus","Ohio","","","","Other","Healthcare","","","","","","","","","","","2012-11-10 00:00:00","","","",0,"",-83.00543,"",39.988682
"Quis Diam LLP","001i0000008rFotAAE","","","","","","","3835 Corliss Ave N, Seattle, WA 98103-8448","Seattle","Washington","","","3835 Corliss Ave N, Seattle, WA 98103-8448","Seattle","Washington","","","","Other","Healthcare","","","","","","","","","","","2015-05-02 00:00:00","","","",0,"",-122.331824,"",47.654153
"Quis Diam PC","001i0000008rGCuAAM","","","","","","","1040 Broad St, San Luis Obispo, CA 93401-3505","San Luis Obispo","California","","","1040 Broad St, San Luis Obispo, CA 93401-3505","San Luis Obispo","California","","","","Other","Technology","","","","","","","","","","","2014-09-21 00:00:00","","","",0,"",-120.664805,"",35.279254
"Quis Inc.","001i0000008rFD3AAM","","","","","","","6644 S 196th St Ste T100, Kent, WA 98032-2124","Kent","Washington","","","6644 S 196th St Ste T100, Kent, WA 98032-2124","Kent","Washington","","","","Other","Technology","","","","","","","","","","","2014-12-02 00:00:00","","","",0,"",-122.250367,"",47.427469
"Quis Lectus Associates","001i0000008rBrIAAU","","","","","","","237 Maxwell Ave, Greenwood, SC 29646-2616","Greenwood","South Carolina","","","237 Maxwell Ave, Greenwood, SC 29646-2616","Greenwood","South Carolina","","","","Other","Finance","","","","","","","","","","","2012-06-28 00:00:00","","","",0,"",-82.163725,"",34.189648
"Quis Lectus Nullam Limited","001i0000008rFq7AAE","","","","","","","130 N Depot St, Boone, NC 28607-3603","Boone","North Carolina","","","130 N Depot St, Boone, NC 28607-3603","Boone","North Carolina","","","","Other","Healthcare","","","","","","","","","","","2012-06-24 00:00:00","","","",0,"",-81.683544,"",36.219076
"Quisque Foundation","001i0000008rFAhAAM","","","","","","","2710 Cherokee Street, Saint Louis, MO 63118","Saint Louis","Missouri","","","2710 Cherokee Street, Saint Louis, MO 63118","Saint Louis","Missouri","","","","Other","Chemicals","","","","","","","","","","","2011-03-13 00:00:00","","","",0,"",-90.228204,"",38.593371
"Quisque LLC","001i0000008rE5iAAE","","","","","","","123 E Doty St Ste 1, Madison, WI 53703-5134","Madison","Wisconsin","","","123 E Doty St Ste 1, Madison, WI 53703-5134","Madison","Wisconsin","","","","Other","Healthcare","","","","","","","","","","","2013-06-29 00:00:00","","","",0,"",-89.380094,"",43.074466
"Quisque Libero Corporation","001i0000008rDIFAA2","","","","","","","4035 N Loop 1604 W Ste 105, San Antonio, TX 78257-9547","San Antonio","Texas","","","4035 N Loop 1604 W Ste 105, San Antonio, TX 78257-9547","San Antonio","Texas","","","","Other","Manufacturing","","","","","","","","","","","2013-12-29 00:00:00","","","",0,"",-98.561363,"",29.601741
"Quisque Tincidunt LLP","001i0000008rBi4AAE","","","","","","","739 E Elm St Ste B, Conshohocken, PA 19428-2301","Conshohocken","Pennsylvania","","","739 E Elm St Ste B, Conshohocken, PA 19428-2301","Conshohocken","Pennsylvania","","","","Other","Biotechnology","","","","","","","","","","","2012-04-02 00:00:00","","","",0,"",-75.292436,"",40.073744
"Quisque Tincidunt Pede Limited","001i0000008rFwZAAU","","","","","","","4912 17th Ave NW Ste B, Seattle, WA 98107-4725","Seattle","Washington","","","4912 17th Ave NW Ste B, Seattle, WA 98107-4725","Seattle","Washington","","","","Other","Engineering","","","","","","","","","","","2015-05-23 00:00:00","","","",0,"",-122.378601,"",47.664828
"Ridiculus Corporation","001i0000008rG5RAAU","","","","","","","12 W Jefferson St, Montgomery, AL 36104-2573","Montgomery","Alabama","","","12 W Jefferson St, Montgomery, AL 36104-2573","Montgomery","Alabama","","","","Other","Utilities","","","","","","","","","","","2012-10-17 00:00:00","","","",0,"",-86.309544,"",32.381101
"Ridiculus Mus Donec Industries","001i0000008rFmDAAU","","","","","","","12031 Northup Way Ste 203, Bellevue, WA 98005-1916","Bellevue","Washington","","","12031 Northup Way Ste 203, Bellevue, WA 98005-1916","Bellevue","Washington","","","","Other","Healthcare","","","","","","","","","","","2015-04-27 00:00:00","","","",0,"",-122.179795,"",47.630412
"Risus A Ultricies Industries","001i0000008rFPYAA2","","","","","","","405 Main St, Grand Junction, CO 81501-2511","Grand Junction","Colorado","","","405 Main St, Grand Junction, CO 81501-2511","Grand Junction","Colorado","","","","Other","Healthcare","","","","","","","","","","","2014-03-19 00:00:00","","","",0,"",-108.565811,"",39.06727
"Risus Donec Egestas PC","001i0000008rGA8AAM","","","","","","","600 Franklin St SE Ste 102, Olympia, WA 98501-1314","Olympia","Washington","","","600 Franklin St SE Ste 102, Olympia, WA 98501-1314","Olympia","Washington","","","","Other","Technology","","","","","","","","","","","2014-11-24 00:00:00","","","",0,"",-122.898562,"",47.043149
"Risus Donec Nibh Associates","001i0000008rFVNAA2","","","","","","","1030 Tyinn St Ste 1, Eugene, OR 97402-6933","Eugene","Oregon","","","1030 Tyinn St Ste 1, Eugene, OR 97402-6933","Eugene","Oregon","","","","Other","Hospitality","","","","","","","","","","","2015-03-22 00:00:00","","","",0,"",-123.138321,"",44.048916
"Risus LLP","001i0000008rBf9AAE","","","","","","","233 W Hwy 61, Grand Marais, MN 55604","Grand Marais","Minnesota","","","233 W Hwy 61, Grand Marais, MN 55604","Grand Marais","Minnesota","","","","Other","Healthcare","","","","","","","","","","","2011-03-13 00:00:00","","","",0,"",-90.338889,"",47.749329
"Risus Quisque LLC","001i0000008rEaqAAE","","","","","","","125 N 1st St, Hermiston, OR 97838-1850","Hermiston","Oregon","","","125 N 1st St, Hermiston, OR 97838-1850","Hermiston","Oregon","","","","Other","Shipping","","","","","","","","","","","2014-10-03 00:00:00","","","",0,"",-119.290261,"",45.840762
"Risus Varius Limited","001i0000008rFrYAAU","","","","","","","9832 14th Ave SW, Seattle, WA 98106-2816","Seattle","Washington","","","9832 14th Ave SW, Seattle, WA 98106-2816","Seattle","Washington","","","","Other","Technology","","","","","","","","","","","2015-05-09 00:00:00","","","",0,"",-122.352381,"",47.514338
"Risus Varius PC","001i0000008rEonAAE","","","","","","","6553 Boston State Rd, Hamburg, NY 14075-6630","Hamburg","New York","","","6553 Boston State Rd, Hamburg, NY 14075-6630","Hamburg","New York","","","","Other","Chemicals","","","","","","","","","","","2011-12-03 00:00:00","","","",0,"",-78.802884,"",42.710974
"Rutrum Justo Praesent Consulting","001i0000008rFhdAAE","","","","","","","237 Union St, Schenectady, NY 12305-1405","Schenectady","New York","","","237 Union St, Schenectady, NY 12305-1405","Schenectady","New York","","","","Other","Engineering","","","","","","","","","","","2011-10-27 00:00:00","","","",0,"",-73.943131,"",42.816577
"Sagittis Corp.","001i0000008rC3RAAU","","","","","","","19 Quackenbush Sq, Albany, NY 12207-2311","Albany","New York","","","19 Quackenbush Sq, Albany, NY 12207-2311","Albany","New York","","","","Other","Chemicals","","","","","","","","","","","2011-10-03 00:00:00","","","",0,"",-73.74776,"",42.654103
"Sagittis Placerat Cras Ltd","001i0000008rFxjAAE","","","","","","","3312 Plaza Dr, New Albany, IN 47150-2478","New Albany","Indiana","","","3312 Plaza Dr, New Albany, IN 47150-2478","New Albany","Indiana","","","","Other","Healthcare","","","","","","","","","","","2013-03-11 00:00:00","","","",0,"",-85.817064,"",38.328068
"Sagittis Semper Nam Inc.","001i0000008rFsdAAE","","","","","","","907 NW 50th St, Seattle, WA 98107-3635","Seattle","Washington","","","907 NW 50th St, Seattle, WA 98107-3635","Seattle","Washington","","","","Other","Utilities","","","","","","","","","","","2015-05-10 00:00:00","","","",0,"",-122.369116,"",47.664878
"Sagittis Semper Nam Institute","001i0000008rBp3AAE","","","","","","","2312 Clifton Ave, Nashville, TN 37209","Nashville","Tennessee","","","2312 Clifton Ave, Nashville, TN 37209","Nashville","Tennessee","","","","Other","Construction","","","","","","","","","","","2011-06-14 00:00:00","","","",0,"",-86.810172,"",36.158372
"Sample Company","001i0000008rFuqAAE","","","","","","","411 Route 3, Plattsburgh, NY 12901","Plattsburgh","New York","","","411 Route 3, Plattsburgh, NY 12901","Plattsburgh","New York","","","","Other","Engineering","","","","","","","","","","","2011-04-04 00:00:00","","","",0,"",-73.488517,"",44.695876
"Sample, inc","001i0000008rBlLAAU","","","","","","","801 W Main St, Crisfield, MD 21817-1013","Crisfield","Maryland","","","801 W Main St, Crisfield, MD 21817-1013","Crisfield","Maryland","","","","Other","Insurance","","","","","","","","","","","2012-05-05 00:00:00","","","",0,"",-75.859193,"",37.979995
"Sapien Cursus PC","001i0000008rFt1AAE","","","","","","","272 W Main St, Kutztown, PA 19530-1604","Kutztown","Pennsylvania","","","272 W Main St, Kutztown, PA 19530-1604","Kutztown","Pennsylvania","","","","Other","Chemicals","","","","","","","","","","","2012-03-29 00:00:00","","","",0,"",-75.778101,"",40.5162
"Sapien Gravida Non LLC","001i0000008rFazAAE","","","","","","","12542 W Fairview Ave, Boise, ID 83713-0026","Boise","Idaho","","","12542 W Fairview Ave, Boise, ID 83713-0026","Boise","Idaho","","","","Other","Healthcare","","","","","","","","","","","2014-03-31 00:00:00","","","",0,"",-116.338427,"",43.620556
"Sapien Limited","001i0000008rF6iAAE","","","","","","","639 Conner St, Noblesville, IN 46060-2532","Noblesville","Indiana","","","639 Conner St, Noblesville, IN 46060-2532","Noblesville","Indiana","","","","Other","Shipping","","","","","","","","","","","2013-01-15 00:00:00","","","",0,"",-86.015492,"",40.045333
"Scelerisque Company","001i0000008rGDKAA2","","","","","","","911 Sunset Acres Ln, Florence, SC 29501-6073","Florence","South Carolina","","","911 Sunset Acres Ln, Florence, SC 29501-6073","Florence","South Carolina","","","","Other","Insurance","","","","","","","","","","","2012-06-28 00:00:00","","","",0,"",-79.83203,"",34.174373
"Sed Company","001i0000008rFyAAAU","","","","","","","119 N Market St, Selinsgrove, PA 17870-1905","Selinsgrove","Pennsylvania","","","119 N Market St, Selinsgrove, PA 17870-1905","Selinsgrove","Pennsylvania","","","","Other","Retail","","","","","","","","","","","2012-03-04 00:00:00","","","",0,"",-76.86116,"",40.800867
"Sed Eget Lacus Foundation","001i0000008rG1sAAE","","","","","","","207 E Washington St, Ann Arbor, MI 48104-2007","Ann Arbor","Michigan","","","207 E Washington St, Ann Arbor, MI 48104-2007","Ann Arbor","Michigan","","","","Other","Technology","","","","","","","","","","","2013-03-30 00:00:00","","","",0,"",-83.746968,"",42.280655
"Sed Eu Corporation","001i0000008rEHJAA2","","","","","","","215 3rd St NW, Great Falls, MT 59404-4103","Great Falls","Montana","","","215 3rd St NW, Great Falls, MT 59404-4103","Great Falls","Montana","","","","Other","Technology","","","","","","","","","","","2013-09-25 00:00:00","","","",0,"",-111.316697,"",47.510463
"Sed Eu Limited","001i0000008rEiYAAU","","","","","","","500 E 135th St, Kansas City, MO 64145-1416","Kansas City","Missouri","","","500 E 135th St, Kansas City, MO 64145-1416","Kansas City","Missouri","","","","Other","Utilities","","","","","","","","","","","2013-11-26 00:00:00","","","",0,"",-94.589835,"",38.882717
"Sed Facilisis LLP","001i0000008rFMNAA2","","","","","","","10 S Main St, Morrisville, PA 19067-1511","Morrisville","Pennsylvania","","","10 S Main St, Morrisville, PA 19067-1511","Morrisville","Pennsylvania","","","","Other","Healthcare","","","","","","","","","","","2012-03-24 00:00:00","","","",0,"",-74.838506,"",40.242345
"Sed Id Risus Limited","001i0000008rG00AAE","","","","","","","302 SW Maple St, Ankeny, IA 50023-2915","Ankeny","Iowa","","","302 SW Maple St, Ankeny, IA 50023-2915","Ankeny","Iowa","","","","Other","Chemicals","","","","","","","","","","","2013-06-02 00:00:00","","","",0,"",-93.60883,"",41.729437
"Sed Inc.","001i0000008rFOEAA2","","","","","","","935 Front St, Leavenworth, WA 98826-1427","Leavenworth","Washington","","","935 Front St, Leavenworth, WA 98826-1427","Leavenworth","Washington","","","","Other","Insurance","","","","","","","","","","","2015-03-02 00:00:00","","","",0,"",-120.659626,"",47.59618
"Sed Molestie Sed Limited","001i0000008rGDuAAM","","","","","","","227 N Main St Ste 101, Galena, IL 61036-2217","Galena","Illinois","","","227 N Main St Ste 101, Galena, IL 61036-2217","Galena","Illinois","","","","Other","Shipping","","","","","","","","","","","2013-10-12 00:00:00","","","",0,"",-90.426278,"",42.416936
"Sed Nec LLP","001i0000008rEd8AAE","","","","","","","906 Washington St, Oakland, CA 94607-4032","Oakland","California","","","906 Washington St, Oakland, CA 94607-4032","Oakland","California","","","","Other","Technology","","","","","","","","","","","2014-10-13 00:00:00","","","",0,"",-122.274171,"",37.801534
"Sed Nec Metus Company","001i0000008rGBvAAM","","","","","","","400 W Front St, Traverse City, MI 49684-2800","Traverse City","Michigan","","","400 W Front St, Traverse City, MI 49684-2800","Traverse City","Michigan","","","","Other","Technology","","","","","","","","","","","2013-05-17 00:00:00","","","",0,"",-85.628529,"",44.764315
"Sed Nulla Consulting","001i0000008rFCWAA2","","","","","","","2 E Pikes Peak Ave, Colorado Springs, CO 80903-1504","Colorado Springs","Colorado","","","2 E Pikes Peak Ave, Colorado Springs, CO 80903-1504","Colorado Springs","Colorado","","","","Other","Healthcare","","","","","","","","","","","2014-02-10 00:00:00","","","",0,"",-104.824906,"",38.834242
"Sed Orci Company","001i0000008rFxqAAE","","","","","","","25 39th Pl, Long Beach, CA 90803-2806","Long Beach","California","","","25 39th Pl, Long Beach, CA 90803-2806","Long Beach","California","","","","Other","Finance","","","","","","","","","","","2014-06-30 00:00:00","","","",0,"",-118.148174,"",33.759366
"Sed PC","001i0000008rG1zAAE","","","","","","","1406 NW 53rd St Ste 1A, Seattle, WA 98107-3731","Seattle","Washington","","","1406 NW 53rd St Ste 1A, Seattle, WA 98107-3731","Seattle","Washington","","","","Other","Chemicals","","","","","","","","","","","2015-05-10 00:00:00","","","",0,"",-122.374099,"",47.667386
"Sed Pede Ltd","001i0000008rF1UAAU","","","","","","","325 West Smith Road, Medina, OH 44256-2352","Medina","Ohio","","","325 West Smith Road, Medina, OH 44256-2352","Medina","Ohio","","","","Other","Utilities","","","","","","","","","","","2012-12-29 00:00:00","","","",0,"",-81.869082,"",41.136376
"Sem Egestas Blandit Company","001i0000008rDmCAAU","","","","","","","555 Centennial Avenue, Hanover, PA 17331-3936","Hanover","Pennsylvania","","","555 Centennial Avenue, Hanover, PA 17331-3936","Hanover","Pennsylvania","","","","Other","Retail","","","","","","","","","","","2012-01-22 00:00:00","","","",0,"",-76.976899,"",39.790598
"Sem Elit Pharetra Industries","001i0000008rFpPAAU","","","","","","","678 Roosevelt Trl, Naples, ME 04055-5335","Naples","Maine","","","678 Roosevelt Trl, Naples, ME 04055-5335","Naples","Maine","","","","Other","Other","","","","","","","","","","","2011-07-29 00:00:00","","","",0,"",-70.653541,"",43.992308
"Sem Incorporated","001i0000008rBUSAA2","","","","","","","105 W Emma St @ VFW Post 1771, Lafayette, CO 80026","Lafayette","Colorado","","","105 W Emma St @ VFW Post 1771, Lafayette, CO 80026","Lafayette","Colorado","","","","Other","Finance","","","","","","","","","","","2011-01-28 00:00:00","","","",0,"",-105.089706,"",39.993596
"Sem Magna Nec Corp.","001i0000008rFNVAA2","","","","","","","1022 Main Ave, Durango, CO 81301-5124","Durango","Colorado","","","1022 Main Ave, Durango, CO 81301-5124","Durango","Colorado","","","","Other","Telecommunications","","","","","","","","","","","2014-03-01 00:00:00","","","",0,"",-107.879948,"",37.274821
"Semper Auctor Foundation","001i0000008rFwXAAU","","","","","","","777 The Alameda, San Jose, CA 95126-3155","San Jose","California","","","777 The Alameda, San Jose, CA 95126-3155","San Jose","California","","","","Other","Healthcare","","","","","","","","","","","2014-11-15 00:00:00","","","",0,"",-121.905227,"",37.331869
"Sirius Cybernetics Corporation","001i0000008rF0rAAE","","","","","","","4649 SW Highway 101, Lincoln City, OR 97367-1557","Lincoln City","Oregon","","","4649 SW Highway 101, Lincoln City, OR 97367-1557","Lincoln City","Oregon","","","","Other","Telecommunications","","","","","","","","","","","2014-12-26 00:00:00","","","",0,"",-124.020164,"",44.932059
"Sit Amet Consectetuer Inc.","001i0000008rFQ5AAM","","","","","","","2106 N 55th St, Seattle, WA 98103-6202","Seattle","Washington","","","2106 N 55th St, Seattle, WA 98103-6202","Seattle","Washington","","","","Other","Finance","","","","","","","","","","","2015-03-09 00:00:00","","","",0,"",-122.333503,"",47.668807
"Sit Amet Nulla Consulting","001i0000008rFLNAA2","","","","","","","3 Alverda Dr, Oroville, CA 95966-9379","Oroville","California","","","3 Alverda Dr, Oroville, CA 95966-9379","Oroville","California","","","","Other","Chemicals","","","","","","","","","","","2014-12-02 00:00:00","","","",0,"",-121.516297,"",39.466768
"Sit Amet PC","001i0000008rFxQAAU","","","","","","","168 Water St, Binghamton, NY 13901-2761","Binghamton","New York","","","168 Water St, Binghamton, NY 13901-2761","Binghamton","New York","","","","Other","Insurance","","","","","","","","","","","2011-11-27 00:00:00","","","",0,"",-75.914177,"",42.099353
"Sixty Second Avenue","001i0000008rFpBAAU","","","","","","","1640 NE Odell Ave, Roseburg, OR 97470-3320","Roseburg","Oregon","","","1640 NE Odell Ave, Roseburg, OR 97470-3320","Roseburg","Oregon","","","","Other","Manufacturing","","","","","","","","","","","2014-12-28 00:00:00","","","",0,"",-123.337702,"",43.214657
"Sociis Incorporated","001i0000008rFbYAAU","","","","","","","501 Madison Ave, Indianapolis, IN 46225-1177","Indianapolis","Indiana","","","501 Madison Ave, Indianapolis, IN 46225-1177","Indianapolis","Indiana","","","","Other","Healthcare","","","","","","","","","","","2013-02-11 00:00:00","","","",0,"",-86.156913,"",39.759948
"Sociis LLP","001i0000008rDvFAAU","","","","","","","444 W Broad St Ste I, Falls Church, VA 22046-3362","Falls Church","Virginia","","","444 W Broad St Ste I, Falls Church, VA 22046-3362","Falls Church","Virginia","","","","Other","Healthcare","","","","","","","","","","","2012-05-25 00:00:00","","","",0,"",-77.176935,"",38.886318
"Sociis Natoque Ltd","001i0000008rFGCAA2","","","","","","","330 Quay St, Port Huron, MI 48060-3828","Port Huron","Michigan","","","330 Quay St, Port Huron, MI 48060-3828","Port Huron","Michigan","","","","Other","Healthcare","","","","","","","","","","","2013-03-26 00:00:00","","","",0,"",-82.422367,"",42.975488
"Sodales Corp.","001i0000008rFNcAAM","","","","","","","1834 Main St, Washougal, WA 98671-4107","Washougal","Washington","","","1834 Main St, Washougal, WA 98671-4107","Washougal","Washington","","","","Other","Manufacturing","","","","","","","","","","","2015-02-28 00:00:00","","","",0,"",-122.351972,"",45.578277
"Sollicitudin A Malesuada Limited","001i0000008rDgtAAE","","","","","","","73 Hamburg St, Buffalo, NY 14204","Buffalo","New York","","","73 Hamburg St, Buffalo, NY 14204","Buffalo","New York","","","","Other","Finance","","","","","","","","","","","2011-05-03 00:00:00","","","",0,"",-78.859573,"",42.86588
"Sombra Corporation","001i0000008rEy9AAE","","","","","","","3443 NE 57th Ave, Portland, OR 97213-3351","Portland","Oregon","","","3443 NE 57th Ave, Portland, OR 97213-3351","Portland","Oregon","","","","Other","Entertainment","","","","","","","","","","","2014-12-19 00:00:00","","","",0,"",-122.604966,"",45.547984
"Spacely Sprockets","001i0000008rF1rAAE","","","","","","","30 E 13th Ave, Eugene, OR 97401-3535","Eugene","Oregon","","","30 E 13th Ave, Eugene, OR 97401-3535","Eugene","Oregon","","","","Other","Finance","","","","","","","","","","","2014-12-27 00:00:00","","","",0,"",-123.092116,"",44.045309
"St. Anky Beer","001i0000008rF4dAAE","","","","","","","111 E 8th St, Medford, OR 97501-7201","Medford","Oregon","","","111 E 8th St, Medford, OR 97501-7201","Medford","Oregon","","","","Other","Healthcare","","","","","","","","","","","2014-12-28 00:00:00","","","",0,"",-122.872202,"",42.325338
"Stay Puft Corporation","001i0000008rFugAAE","","","","","","","980 Kruse Way, Springfield, OR 97477-1073","Springfield","Oregon","","","980 Kruse Way, Springfield, OR 97477-1073","Springfield","Oregon","","","","Other","Manufacturing","","","","","","","","","","","2014-12-28 00:00:00","","","",0,"",-123.039794,"",44.08291
"Suscipit Ltd","001i0000008rFL9AAM","","","","","","","113 S Franklin St, Titusville, PA 16354-1737","Titusville","Pennsylvania","","","113 S Franklin St, Titusville, PA 16354-1737","Titusville","Pennsylvania","","","","Other","Insurance","","","","","","","","","","","2011-12-27 00:00:00","","","",0,"",-79.673614,"",41.626608
"Suspendisse Commodo Consulting","001i0000008rEy2AAE","","","","","","","1501 Arboretum Dr, Oshkosh, WI 54901-2791","Oshkosh","Wisconsin","","","1501 Arboretum Dr, Oshkosh, WI 54901-2791","Oshkosh","Wisconsin","","","","Other","Manufacturing","","","","","","","","","","","2013-08-13 00:00:00","","","",0,"",-88.562216,"",44.034941
"Suspendisse Commodo Tincidunt PC","001i0000008rFy3AAE","","","","","","","1550 NW 49th St, Seattle, WA 98107-4731","Seattle","Washington","","","1550 NW 49th St, Seattle, WA 98107-4731","Seattle","Washington","","","","Other","Technology","","","","","","","","","","","2015-05-29 00:00:00","","","",0,"",-122.378051,"",47.664623
"Suspendisse Limited","001i0000008rFTlAAM","","","","","","","108 E 6th St, Bloomington, IN 47408-3311","Bloomington","Indiana","","","108 E 6th St, Bloomington, IN 47408-3311","Bloomington","Indiana","","","","Other","Utilities","","","","","","","","","","","2013-03-20 00:00:00","","","",0,"",-86.533049,"",39.167352
"Taco Grande","001i0000008rF5yAAE","","","","","","","8564 Greenwood Ave N, Seattle, WA 98103-3614","Seattle","Washington","","","8564 Greenwood Ave N, Seattle, WA 98103-3614","Seattle","Washington","","","","Other","Technology","","","","","","","","","","","2015-01-02 00:00:00","","","",0,"",-122.355017,"",47.691849
"Tellus Eu Augue Incorporated","001i0000008rFznAAE","","","","","","","34 N Cherry Ln, York, PA 17401-5306","York","Pennsylvania","","","34 N Cherry Ln, York, PA 17401-5306","York","Pennsylvania","","","","Other","Finance","","","","","","","","","","","2012-02-13 00:00:00","","","",0,"",-76.729335,"",39.962904
"Tellus Imperdiet Non Limited","001i0000008rEbGAAU","","","","","","","103 W 7th St, Concordia, KS 66901-2801","Concordia","Kansas","","","103 W 7th St, Concordia, KS 66901-2801","Concordia","Kansas","","","","Other","Manufacturing","","","","","","","","","","","2013-12-02 00:00:00","","","",0,"",-97.659557,"",39.570783
"Tellus Inc.","001i0000008rFjMAAU","","","","","","","8115 Richardson Rd, Commerce Township, MI 48390-4131","Commerce Township","Michigan","","","8115 Richardson Rd, Commerce Township, MI 48390-4131","Commerce Township","Michigan","","","","Other","Finance","","","","","","","","","","","2013-03-31 00:00:00","","","",0,"",-83.442784,"",42.577031
"Tellus Incorporated","001i0000008rGCvAAM","","","","","","","918 2nd St, Sturgis, SD 57785-1509","Sturgis","South Dakota","","","918 2nd St, Sturgis, SD 57785-1509","Sturgis","South Dakota","","","","Other","Telecommunications","","","","","","","","","","","2013-09-24 00:00:00","","","",0,"",-103.51264,"",44.41536
