"...1","Opportunity Name","ID","Opportunity Amount","Currency","Expected Close Date","Sales Stage","Probability (%)","Next Step","Type","Account Name","Description","Amount","Lead Source","campaign_id","Assigned to","Assigned User","Date Created","Date Modified","Created By","Modified By","Deleted","Geocode Status","Longitude","Address","Latitude"
NA,"Nisl Quisque Institute vuvnAAA  MOL Standard Software","006i0000001vuvnAAA",9,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,5184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-90.517182,NA,41.506189
NA,"Nisl Quisque Institute vv2VAAQ  MOL Standard Software","006i0000001vv2VAAQ",1,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-90.517182,NA,41.506189
NA,"Nisl Quisque Institute vwCSAAY  MOL Standard Software","006i0000001vwCSAAY",15,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,11400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-90.517182,NA,41.506189
NA,"Nisl Quisque Institute vwW9AAI  MOL Standard Services","006i0000001vwW9AAI",19,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,10507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-90.517182,NA,41.506189
NA,"Nisl Quisque Institute vwktAAA  MOL Standard Software","006i0000001vwktAAA",9,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,6192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-90.517182,NA,41.506189
NA,"Nisl Quisque Institute vxqzAAA  MOL Standard Maintenance","006i0000001vxqzAAA",117,NA,NA,"Qualify",NA,NA,"Maintenance",NA,NA,12074.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-90.517182,NA,41.506189
NA,"Cubilia Curae; Donec LLP vxr2AAA  MOL Standard Software","006i0000001vxr2AAA",4,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,2304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-122.371202,NA,47.666653
NA,"Aliquam Gravida Mauris Foundation vsvJAAQ  MOL Standard Software","006i0000001vsvJAAQ",5,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,3440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78.918887,NA,37.870497
NA,"Aliquam Gravida Mauris Foundation vuOoAAI  MOL Standard Software","006i0000001vuOoAAI",14,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,10864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78.918887,NA,37.870497
NA,"Aliquam Gravida Mauris Foundation vvp6AAA  MOL Standard Services","006i0000001vvp6AAA",15,NA,NA,"Closed Lost",NA,NA,"Services",NA,NA,9450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78.918887,NA,37.870497
NA,"Aliquam Gravida Mauris Foundation vxryAAA  MOL Standard Maintenance","006i0000001vxryAAA",2,NA,NA,"Decision",NA,NA,"Maintenance",NA,NA,201.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78.918887,NA,37.870497
NA,"Ac Mi Eleifend LLC vuoFAAQ  MOL Standard Software","006i0000001vuoFAAQ",3,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,2088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.288237,NA,48.237588
NA,"Ac Mi Eleifend LLC vvc8AAA  MOL Standard Software","006i0000001vvc8AAA",4,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,2336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.288237,NA,48.237588
NA,"Ac Mi Eleifend LLC vveaAAA  MOL Standard Software","006i0000001vveaAAA",23,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,14536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.288237,NA,48.237588
NA,"Ac Mi Eleifend LLC vwMRAAY  MOL Standard Software","006i0000001vwMRAAY",17,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,11560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.288237,NA,48.237588
NA,"Ac Mi Eleifend LLC vwSWAAY  MOL Standard Maintenance","006i0000001vwSWAAY",4,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,379.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.288237,NA,48.237588
NA,"Ac Mi Eleifend LLC vwghAAA  MOL Standard Software","006i0000001vwghAAA",3,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,2400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.288237,NA,48.237588
NA,"Ac Mi Eleifend LLC vxs3AAA  MOL Standard Software","006i0000001vxs3AAA",38,NA,NA,"Solution",NA,NA,"Software",NA,NA,30096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.288237,NA,48.237588
NA,"Nullam Suscipit Est Industries vvaBAAQ  MOL Standard Services","006i0000001vvaBAAQ",11,NA,NA,"Closed Lost",NA,NA,"Services",NA,NA,6237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-116.547461,NA,48.275389
NA,"Nullam Suscipit Est Industries vvusAAA  MOL Standard Software","006i0000001vvusAAA",41,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,26568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-116.547461,NA,48.275389
NA,"Nullam Suscipit Est Industries vwMUAAY  MOL Mobile Software","006i0000001vwMUAAY",2,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,1314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-116.547461,NA,48.275389
NA,"Nullam Suscipit Est Industries vwvkAAA  MOL Standard Software","006i0000001vwvkAAA",181,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,107152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-116.547461,NA,48.275389
NA,"Nullam Suscipit Est Industries vxs4AAA  MOL Standard Software","006i0000001vxs4AAA",1,NA,NA,"Discover",NA,NA,"Software",NA,NA,592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-116.547461,NA,48.275389
NA,"Congue Elit Sed PC vviJAAQ  MOL Standard Maintenance","006i0000001vviJAAQ",14,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,1461.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.648398,NA,35.197509
NA,"Congue Elit Sed PC vxs5AAA  MOL Standard Software","006i0000001vxs5AAA",9,NA,NA,"Decision",NA,NA,"Software",NA,NA,6192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.648398,NA,35.197509
NA,"Per Conubia Consulting vtI6AAI  MOL Standard Services","006i0000001vtI6AAI",60,NA,NA,"Closed Lost",NA,NA,"Services",NA,NA,31500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.603439,NA,44.569263
NA,"Per Conubia Consulting vtNBAAY  MOL Standard Software","006i0000001vtNBAAY",16,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,9344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.603439,NA,44.569263
NA,"Per Conubia Consulting vtoMAAQ  MOL Standard Software","006i0000001vtoMAAQ",17,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,1489.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.603439,NA,44.569263
NA,"Per Conubia Consulting vtosAAA  MOL Standard Software","006i0000001vtosAAA",2,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,1344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.603439,NA,44.569263
NA,"Per Conubia Consulting vudsAAA  MOL Standard Maintenance","006i0000001vudsAAA",3,NA,NA,"Closed Lost",NA,NA,"Maintenance",NA,NA,309.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.603439,NA,44.569263
NA,"Per Conubia Consulting vupQAAQ  MOL Standard Software","006i0000001vupQAAQ",1,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.603439,NA,44.569263
NA,"Per Conubia Consulting vv10AAA  MOL Standard Software","006i0000001vv10AAA",159,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,90312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.603439,NA,44.569263
NA,"Per Conubia Consulting vvP8AAI  MOL Standard Software","006i0000001vvP8AAI",493,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,327352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.603439,NA,44.569263
NA,"Per Conubia Consulting vvkiAAA  MOL Standard Services","006i0000001vvkiAAA",15,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,8715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.603439,NA,44.569263
NA,"Per Conubia Consulting vvtJAAQ  MOL Standard Services","006i0000001vvtJAAQ",157,NA,NA,"Closed Lost",NA,NA,"Services",NA,NA,97811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.603439,NA,44.569263
NA,"Per Conubia Consulting vvtIAAQ  MOL Standard Software","006i0000001vvtIAAQ",100,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,72000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.603439,NA,44.569263
NA,"Per Conubia Consulting vwSLAAY  MOL Premium Maintenance","006i0000001vwSLAAY",114,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,14022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.603439,NA,44.569263
NA,"Per Conubia Consulting vwSLAAYX  MOL Premium Maintenance","006i0000001vwSLAAYX",114,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,14022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.603439,NA,44.569263
NA,"Per Conubia Consulting vwVBAAY  MOL Standard Software","006i0000001vwVBAAY",67,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,53600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.603439,NA,44.569263
NA,"Per Conubia Consulting vwuIAAQ  MOL Mobile Maintenance","006i0000001vwuIAAQ",23,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,1959.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.603439,NA,44.569263
NA,"Per Conubia Consulting vwy1AAA  MOL Standard Services","006i0000001vwy1AAA",15,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,9555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.603439,NA,44.569263
NA,"Per Conubia Consulting vxWeAAI  MOL Standard Maintenance","006i0000001vxWeAAI",3,NA,NA,"Closed Lost",NA,NA,"Maintenance",NA,NA,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.603439,NA,44.569263
NA,"Per Conubia Consulting vxwuAAA  MOL Standard Software","006i0000001vxwuAAA",28,NA,NA,"Discover",NA,NA,"Software",NA,NA,17024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.603439,NA,44.569263
NA,"Per Conubia Consulting vxwvAAA  MOL Standard Software","006i0000001vxwvAAA",60,NA,NA,"Discover",NA,NA,"Software",NA,NA,34080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.603439,NA,44.569263
NA,"Neque In Consulting vtjDAAQ  MOL Standard Software","006i0000001vtjDAAQ",3,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,2352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.492077,NA,36.400784
NA,"Neque In Consulting vtmnAAA  MOL Standard Maintenance","006i0000001vtmnAAA",17,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,1509.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.492077,NA,36.400784
NA,"Neque In Consulting vu2bAAA  MOL Standard Software","006i0000001vu2bAAA",11,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,6952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.492077,NA,36.400784
NA,"Neque In Consulting vuNLAAY  MOL Standard Software","006i0000001vuNLAAY",10,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,6400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.492077,NA,36.400784
NA,"Neque In Consulting vubWAAQ  MOL Standard Software","006i0000001vubWAAQ",3,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,2136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.492077,NA,36.400784
NA,"Neque In Consulting vucnAAA  MOL Standard Services","006i0000001vucnAAA",5,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,3500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.492077,NA,36.400784
NA,"Neque In Consulting vv3aAAA  MOL Standard Maintenance","006i0000001vv3aAAA",17,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,1713.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.492077,NA,36.400784
NA,"Neque In Consulting vvdsAAA  MOL Premium Services","006i0000001vvdsAAA",10,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,8400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.492077,NA,36.400784
NA,"Neque In Consulting vvpkAAA  MOL Standard Software","006i0000001vvpkAAA",16,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,12288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.492077,NA,36.400784
NA,"Neque In Consulting vw3sAAA  MOL Standard Maintenance","006i0000001vw3sAAA",3,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,313.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.492077,NA,36.400784
NA,"Neque In Consulting vwlmAAA  MOL Mobile Software","006i0000001vwlmAAA",7,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,5670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.492077,NA,36.400784
NA,"Neque In Consulting vxZ6AAI  MOL Standard Services","006i0000001vxZ6AAI",16,NA,NA,"Closed Lost",NA,NA,"Services",NA,NA,9744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.492077,NA,36.400784
NA,"Neque In Consulting vxxyAAA  MOL Standard Services","006i0000001vxxyAAA",1705,NA,NA,"Discover",NA,NA,"Services",NA,NA,1181565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.492077,NA,36.400784
NA,"Acme, inc. vwnaAAA  MOL Premium Software","006i0000001vwnaAAA",12,NA,NA,"Discover",NA,NA,"Software",NA,NA,12384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-122.28429,NA,47.555989
NA,"Acme, inc. vxytAAA  MOL Standard Software","006i0000001vxytAAA",148,NA,NA,"Decision",NA,NA,"Software",NA,NA,100640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-122.28429,NA,47.555989
NA,"Ligula Donec LLP vw3RAAQ  MOL Premium Software","006i0000001vw3RAAQ",5,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,5820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-117.226825,NA,33.230444
NA,"Ligula Donec LLP vwCZAAY  MOL Mobile Software","006i0000001vwCZAAY",220,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,164340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-117.226825,NA,33.230444
NA,"Ligula Donec LLP vxyyAAA  MOL Premium Software","006i0000001vxyyAAA",90,NA,NA,"Solution",NA,NA,"Software",NA,NA,87480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-117.226825,NA,33.230444
NA,"Tortor Nunc Foundation vxyzAAA  MOL Premium Software","006i0000001vxyzAAA",11,NA,NA,"Discover",NA,NA,"Software",NA,NA,11880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-122.525356,NA,47.648325
NA,"Nibh Lacinia Foundation vvvgAAA  MOL Standard Software","006i0000001vvvgAAA",206,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,130192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.790001,NA,39.476249
NA,"Nibh Lacinia Foundation vxzwAAA  MOL Standard Software","006i0000001vxzwAAA",7,NA,NA,"Decision",NA,NA,"Software",NA,NA,5488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.790001,NA,39.476249
NA,"Mus Proin Corp. vy00AAA  MOL Premium Software","006i0000001vy00AAA",177,NA,NA,"Qualify",NA,NA,"Software",NA,NA,210276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-122.277079,NA,47.550786
NA,"Risus Donec Egestas PC vwgxAAA  MOL Standard Software","006i0000001vwgxAAA",3,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,2040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-122.898562,NA,47.043149
NA,"Risus Donec Egestas PC vy12AAA  MOL Standard Software","006i0000001vy12AAA",3,NA,NA,"Discover",NA,NA,"Software",NA,NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-122.898562,NA,47.043149
NA,"Blandit At PC vtJ2AAI  MOL Mobile Software","006i0000001vtJ2AAI",10,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,6570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.789278,NA,43.110758
NA,"Blandit At PC vtGgAAI  MOL Standard Software","006i0000001vtGgAAI",8,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,5888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.789278,NA,43.110758
NA,"Blandit At PC vtQDAAY  MOL Standard Software","006i0000001vtQDAAY",84,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,48384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.789278,NA,43.110758
NA,"Blandit At PC vtQaAAI  MOL Standard Software","006i0000001vtQaAAI",30,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,21840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.789278,NA,43.110758
NA,"Blandit At PC vth9AAA  MOL Standard Software","006i0000001vth9AAA",1,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.789278,NA,43.110758
NA,"Blandit At PC vtmIAAQ  MOL Premium Software","006i0000001vtmIAAQ",1,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,1176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.789278,NA,43.110758
NA,"Blandit At PC vtv0AAA  MOL Standard Software","006i0000001vtv0AAA",15,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,10920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.789278,NA,43.110758
NA,"Blandit At PC vu1SAAQ  MOL Standard Maintenance","006i0000001vu1SAAQ",10,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,1008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.789278,NA,43.110758
NA,"Blandit At PC vu3xAAA  MOL Standard Software","006i0000001vu3xAAA",1,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.789278,NA,43.110758
NA,"Blandit At PC vuOdAAI  MOL Standard Services","006i0000001vuOdAAI",42,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,28812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.789278,NA,43.110758
NA,"Blandit At PC vucMAAQ  MOL Standard Maintenance","006i0000001vucMAAQ",6,NA,NA,"Closed Lost",NA,NA,"Maintenance",NA,NA,676.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.789278,NA,43.110758
NA,"Blandit At PC vv2EAAQ  MOL Standard Services","006i0000001vv2EAAQ",42,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,27636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.789278,NA,43.110758
NA,"Blandit At PC vvJYAAY  MOL Standard Maintenance","006i0000001vvJYAAY",45,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,3834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.789278,NA,43.110758
NA,"Blandit At PC vvuYAAQ  MOL Standard Software","006i0000001vvuYAAQ",450,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,280800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.789278,NA,43.110758
NA,"Blandit At PC vw8nAAA  MOL Standard Software","006i0000001vw8nAAA",2,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,1472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.789278,NA,43.110758
NA,"Blandit At PC vwITAAY  MOL Standard Software","006i0000001vwITAAY",24,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,17664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.789278,NA,43.110758
NA,"Blandit At PC vwc5AAA  MOL Premium Software","006i0000001vwc5AAA",13,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,11076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.789278,NA,43.110758
NA,"Blandit At PC vwsbAAA  MOL Mobile Software","006i0000001vwsbAAA",1,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.789278,NA,43.110758
NA,"Blandit At PC vx5gAAA  MOL Standard Maintenance","006i0000001vx5gAAA",3,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,302.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.789278,NA,43.110758
NA,"Blandit At PC vxbuAAA  MOL Premium Software","006i0000001vxbuAAA",13,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,11076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.789278,NA,43.110758
NA,"Blandit At PC vxm2AAA  MOL Standard Software","006i0000001vxm2AAA",8,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,4928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.789278,NA,43.110758
NA,"Blandit At PC vy71AAA  MOL Standard Services","006i0000001vy71AAA",157,NA,NA,"Decision",NA,NA,"Services",NA,NA,85722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.789278,NA,43.110758
NA,"Blandit At PC vy1XAAQ  MOL Standard Software","006i0000001vy1XAAQ",9,NA,NA,"Commit",NA,NA,"Software",NA,NA,6192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.789278,NA,43.110758
NA,"Orci Donec Nibh Incorporated vthPAAQ  MOL Standard Maintenance","006i0000001vthPAAQ",7,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,823.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.958034,NA,39.63048
NA,"Orci Donec Nibh Incorporated vuSzAAI  MOL Standard Software","006i0000001vuSzAAI",12,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,8880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.958034,NA,39.63048
NA,"Orci Donec Nibh Incorporated vvrQAAQ  MOL Standard Maintenance","006i0000001vvrQAAQ",143,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,12183.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.958034,NA,39.63048
NA,"Orci Donec Nibh Incorporated vy18AAA  MOL Standard Software","006i0000001vy18AAA",5,NA,NA,"Qualify",NA,NA,"Software",NA,NA,2840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.958034,NA,39.63048
NA,"Orci Donec Nibh Incorporated vy17AAA  MOL Standard Services","006i0000001vy17AAA",7,NA,NA,"Solution",NA,NA,"Services",NA,NA,4312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.958034,NA,39.63048
NA,"Morbi PC vtjAAAQ  MOL Mobile Services","006i0000001vtjAAAQ",8,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,3840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.551084,NA,35.591695
NA,"Morbi PC vu5MAAQ  MOL Standard Software","006i0000001vu5MAAQ",1,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.551084,NA,35.591695
NA,"Morbi PC vuKhAAI  MOL Standard Software","006i0000001vuKhAAI",95,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,72675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.551084,NA,35.591695
NA,"Morbi PC vw19AAA  MOL Mobile Software","006i0000001vw19AAA",3,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,2565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.551084,NA,35.591695
NA,"Morbi PC vy19AAA  MOL Standard Software","006i0000001vy19AAA",41,NA,NA,"Commit",NA,NA,"Software",NA,NA,25584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.551084,NA,35.591695
NA,"Ante Ipsum Corp. vtjCAAQ  MOL Standard Maintenance","006i0000001vtjCAAQ",12,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,1252.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.063568,NA,35.91591
NA,"Ante Ipsum Corp. vuXNAAY  MOL Standard Maintenance","006i0000001vuXNAAY",2,NA,NA,"Closed Lost",NA,NA,"Maintenance",NA,NA,206.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.063568,NA,35.91591
NA,"Ante Ipsum Corp. vvrRAAQ  MOL Standard Services","006i0000001vvrRAAQ",2,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,1050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.063568,NA,35.91591
NA,"Ante Ipsum Corp. vy1AAAQ  MOL Standard Maintenance","006i0000001vy1AAAQ",25,NA,NA,"Decision",NA,NA,"Maintenance",NA,NA,2160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.063568,NA,35.91591
NA,"Dis Parturient Montes PC vvx9AAA  MOL Standard Software","006i0000001vvx9AAA",3,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.767395,NA,39.165382
NA,"Dis Parturient Montes PC vy1iAAA  MOL Standard Services","006i0000001vy1iAAA",47,NA,NA,"Discover",NA,NA,"Services",NA,NA,24346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.767395,NA,39.165382
NA,"Integer Vitae Nibh Industries vvxBAAQ  MOL Standard Software","006i0000001vvxBAAQ",5,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,3840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-118.190719,NA,33.770328
NA,"Integer Vitae Nibh Industries vwQnAAI  MOL Standard Services","006i0000001vwQnAAI",57,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,30324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-118.190719,NA,33.770328
NA,"Integer Vitae Nibh Industries vwvuAAA  MOL Premium Maintenance","006i0000001vwvuAAA",28,NA,NA,"Closed Lost",NA,NA,"Maintenance",NA,NA,3948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-118.190719,NA,33.770328
NA,"Integer Vitae Nibh Industries vy1JAAQ  MOL Standard Software","006i0000001vy1JAAQ",2,NA,NA,"Discover",NA,NA,"Software",NA,NA,1296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-118.190719,NA,33.770328
NA,"Integer Vitae Nibh Industries vy1jAAA  MOL Mobile Software","006i0000001vy1jAAA",5,NA,NA,"Decision",NA,NA,"Software",NA,NA,4410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-118.190719,NA,33.770328
